feature,seuil,gauche,droite,p_NORMAL,p_DOS,p_PROBE,p_R2L,p_U2R
-1,0.000000,-1,-1,0.488434,0.511566,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.080000,6540,6549,0.028851,0.113896,0.782150,0.075103,0.000000
116,0.000000,6541,6548,0.005956,0.061133,0.932911,0.000000,0.000000
26,0.000000,6542,6547,0.006344,0.000000,0.993656,0.000000,0.000000
28,0.964706,6543,6544,0.006476,0.000000,0.993524,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.000000,6545,6546,0.041476,0.000000,0.958524,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
119,0.000000,6550,6551,0.147630,0.387634,0.000000,0.464736,0.000000
-1,0.000000,-1,-1,0.185029,0.509531,0.000000,0.305440,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
21,0.500000,6554,6561,0.002161,0.995180,0.002659,0.000000,0.000000
56,0.000000,6555,6560,0.645649,0.209016,0.145335,0.000000,0.000000
20,0.001957,6556,6557,0.791650,0.030151,0.178200,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
27,0.000000,6558,6559,0.963311,0.036689,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
116,0.000000,6562,6567,0.000622,0.997060,0.002318,0.000000,0.000000
95,0.000000,6563,6566,0.277069,0.000000,0.722931,0.000000,0.000000
1,0.000000,6564,6565,0.221397,0.000000,0.778603,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
36,0.030000,6568,6569,0.000000,0.999303,0.000697,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.130000,6571,6574,0.000000,0.699284,0.009929,0.290787,0.000000
116,0.000000,6572,6573,0.000000,0.986000,0.014000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
2,0.000000,6576,6893,0.201132,0.200740,0.200022,0.201086,0.197021
19,0.048924,6577,6810,0.056853,0.346856,0.346212,0.209227,0.040852
1,0.000000,6578,6731,0.096202,0.033684,0.439914,0.359924,0.070276
120,0.000000,6579,6664,0.101301,0.048513,0.720903,0.014052,0.115232
21,0.500000,6580,6623,0.128061,0.118721,0.745155,0.008063,0.000000
65,0.000000,6581,6616,0.155423,0.002181,0.842396,0.000000,0.000000
104,0.000000,6582,6613,0.013549,0.002387,0.984063,0.000000,0.000000
23,0.000000,6583,6590,0.013112,0.002393,0.984495,0.000000,0.000000
28,0.321569,6584,6587,0.259718,0.010293,0.729989,0.000000,0.000000
33,0.290000,6585,6586,0.895011,0.104989,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
25,0.010000,6588,6589,0.190668,0.000000,0.809332,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.214815,0.000000,0.785185,0.000000,0.000000
29,0.007843,6591,6602,0.008948,0.002259,0.988792,0.000000,0.000000
30,0.230000,6592,6599,0.001271,0.000178,0.998551,0.000000,0.000000
32,0.010000,6593,6596,0.000788,0.000178,0.999034,0.000000,0.000000
113,0.000000,6594,6595,0.010261,0.001672,0.988067,0.000000,0.000000
-1,0.000000,-1,-1,0.005727,0.001679,0.992594,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
90,0.000000,6597,6598,0.000256,0.000094,0.999650,0.000000,0.000000
-1,0.000000,-1,-1,0.000801,0.000294,0.998905,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
85,0.000000,6600,6601,0.409101,0.000000,0.590899,0.000000,0.000000
-1,0.000000,-1,-1,0.079649,0.000000,0.920351,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.070000,6603,6610,0.365322,0.098894,0.535784,0.000000,0.000000
19,0.005871,6604,6607,0.516865,0.154146,0.328989,0.000000,0.000000
35,0.000000,6605,6606,0.618187,0.015495,0.366318,0.000000,0.000000
-1,0.000000,-1,-1,0.604038,0.008201,0.387761,0.000000,0.000000
-1,0.000000,-1,-1,0.859902,0.140098,0.000000,0.000000,0.000000
36,0.890000,6608,6609,0.025617,0.826378,0.148004,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
32,0.030000,6611,6612,0.094080,0.000000,0.905920,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.041476,0.000000,0.958524,0.000000,0.000000
37,0.000000,6614,6615,0.216874,0.000000,0.783126,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
31,0.050000,6617,6618,0.975704,0.000986,0.023310,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
112,0.000000,6619,6622,0.394087,0.024589,0.581324,0.000000,0.000000
19,0.001957,6620,6621,0.000000,0.092162,0.907838,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.537494,0.000000,0.462506,0.000000,0.000000
31,0.430000,6624,6661,0.017955,0.587686,0.353852,0.040507,0.000000
19,0.003914,6625,6648,0.027221,0.900076,0.010602,0.062101,0.000000
29,0.007843,6626,6635,0.173080,0.422980,0.000000,0.403941,0.000000
90,0.000000,6627,6634,0.061863,0.153074,0.000000,0.785063,0.000000
71,0.000000,6628,6633,0.054552,0.154267,0.000000,0.791181,0.000000
116,0.000000,6629,6630,0.055504,0.139518,0.000000,0.804979,0.000000
-1,0.000000,-1,-1,0.037907,0.000000,0.000000,0.962093,0.000000
29,0.003922,6631,6632,0.145662,0.854338,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.131607,0.868393,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.185222,0.814778,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
43,0.000000,6636,6647,0.290955,0.709045,0.000000,0.000000,0.000000
35,0.143750,6637,6642,0.299967,0.700033,0.000000,0.000000,0.000000
65,0.000000,6638,6641,0.935687,0.064313,0.000000,0.000000,0.000000
29,0.031373,6639,6640,0.747173,0.252827,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
34,0.510000,6643,6644,0.041594,0.958406,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.576983,0.423017,0.000000,0.000000,0.000000
33,0.290000,6645,6646,0.018592,0.981408,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.156827,0.843173,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
19,0.017613,6649,6652,0.000723,0.986749,0.012528,0.000000,0.000000
29,0.588235,6650,6651,0.002487,0.997513,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.011765,6653,6660,0.000000,0.982339,0.017661,0.000000,0.000000
116,0.000000,6654,6655,0.000000,0.760331,0.239669,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
59,0.000000,6656,6659,0.000000,0.826348,0.173652,0.000000,0.000000
36,0.000000,6657,6658,0.000000,0.818342,0.181658,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
36,0.000000,6662,6663,0.000574,0.001683,0.997744,0.000000,0.000000
-1,0.000000,-1,-1,0.000593,0.001740,0.997666,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
27,0.330000,6665,6718,0.085351,0.006664,0.706447,0.017622,0.183917
90,0.000000,6666,6717,0.147176,0.012836,0.451764,0.033944,0.354279
19,0.003914,6667,6690,0.187965,0.000000,0.294579,0.045244,0.472212
1,0.000000,6668,6681,0.149238,0.000000,0.265590,0.024421,0.560751
56,0.000000,6669,6680,0.006725,0.000000,0.122385,0.000000,0.870890
28,0.007843,6670,6673,0.006844,0.000000,0.106768,0.000000,0.886388
20,0.001957,6671,6672,0.000000,0.000000,0.063700,0.000000,0.936300
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,0.000000,1.000000
30,0.130000,6674,6677,0.128393,0.000000,0.871607,0.000000,0.000000
28,0.117647,6675,6676,0.190218,0.000000,0.809782,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.152015,0.000000,0.847985,0.000000,0.000000
29,0.247059,6678,6679,0.017893,0.000000,0.982107,0.000000,0.000000
-1,0.000000,-1,-1,0.030510,0.000000,0.969490,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
22,0.000000,6682,6689,0.256422,0.000000,0.373294,0.042788,0.327496
8,0.000000,6683,6688,0.255951,0.000000,0.373530,0.042815,0.327703
26,0.000000,6684,6687,0.195983,0.000000,0.428280,0.000000,0.375736
55,0.000000,6685,6686,0.162220,0.000000,0.442141,0.000000,0.395639
-1,0.000000,-1,-1,0.224441,0.000000,0.033122,0.000000,0.742437
-1,0.000000,-1,-1,0.091236,0.000000,0.908764,0.000000,0.000000
-1,0.000000,-1,-1,0.833392,0.000000,0.166608,0.000000,0.000000
-1,0.000000,-1,-1,0.665079,0.000000,0.000000,0.334921,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
25,0.170000,6691,6702,0.394511,0.000000,0.449190,0.156299,0.000000
19,0.017613,6692,6695,0.211746,0.000000,0.788254,0.000000,0.000000
1,0.000000,6693,6694,0.552836,0.000000,0.447164,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
38,0.000000,6696,6701,0.127838,0.000000,0.872162,0.000000,0.000000
31,0.070000,6697,6698,0.058711,0.000000,0.941289,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
28,0.800000,6699,6700,0.037520,0.000000,0.962480,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.004656,0.000000,0.995344,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
21,0.000000,6703,6714,0.494067,0.000000,0.264495,0.241438,0.000000
53,0.000000,6704,6711,0.648843,0.000000,0.351157,0.000000,0.000000
8,0.000000,6705,6708,0.644907,0.000000,0.355093,0.000000,0.000000
1,0.000000,6706,6707,0.593306,0.000000,0.406694,0.000000,0.000000
-1,0.000000,-1,-1,0.002740,0.000000,0.997260,0.000000,0.000000
-1,0.000000,-1,-1,0.935748,0.000000,0.064252,0.000000,0.000000
61,0.000000,6709,6710,0.964065,0.000000,0.035935,0.000000,0.000000
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.110000,6712,6713,0.689561,0.000000,0.310439,0.000000,0.000000
-1,0.000000,-1,-1,0.168006,0.000000,0.831994,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
22,0.000000,6715,6716,0.021682,0.000000,0.000000,0.978318,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,0.024646,0.051396,0.923958,0.000000,0.000000
38,0.000000,6719,6720,0.018606,0.000000,0.981394,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.001957,6721,6730,0.000702,0.000000,0.999298,0.000000,0.000000
36,0.000000,6722,6729,0.000050,0.000000,0.999950,0.000000,0.000000
20,0.003914,6723,6728,0.000050,0.000000,0.999950,0.000000,0.000000
1,0.000000,6724,6725,0.001728,0.000000,0.998272,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
28,0.007843,6726,6727,0.005736,0.000000,0.994264,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.007806,0.000000,0.992194,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.003914,6732,6787,0.088230,0.010503,0.000670,0.900597,0.000000
85,0.000000,6733,6778,0.050910,0.001985,0.000711,0.946393,0.000000
32,0.330000,6734,6743,0.044936,0.002006,0.000431,0.952627,0.000000
0,0.000047,6735,6740,0.555392,0.014447,0.008988,0.421173,0.000000
8,0.000000,6736,6737,0.597254,0.015923,0.000000,0.386823,0.000000
-1,0.000000,-1,-1,0.939679,0.060321,0.000000,0.000000,0.000000
31,0.050000,6738,6739,0.474447,0.000000,0.000000,0.525553,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.264983,0.000000,0.000000,0.735017,0.000000
1,0.000001,6741,6742,0.145499,0.000000,0.096995,0.757506,0.000000
-1,0.000000,-1,-1,0.042444,0.000000,0.000000,0.957556,0.000000
-1,0.000000,-1,-1,0.212935,0.000000,0.160466,0.626598,0.000000
33,0.040000,6744,6765,0.019225,0.001379,0.000000,0.979397,0.000000
29,0.333333,6745,6758,0.150415,0.007493,0.000000,0.842092,0.000000
33,0.020000,6746,6753,0.083372,0.004845,0.000000,0.911783,0.000000
61,0.000000,6747,6748,0.053678,0.006019,0.000000,0.940303,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
31,0.430000,6749,6752,0.054003,0.000000,0.000000,0.945997,0.000000
20,0.001957,6750,6751,0.051895,0.000000,0.000000,0.948105,0.000000
-1,0.000000,-1,-1,0.033837,0.000000,0.000000,0.966163,0.000000
-1,0.000000,-1,-1,0.079226,0.000000,0.000000,0.920774,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.180392,6754,6757,0.205962,0.000000,0.000000,0.794038,0.000000
6,0.000000,6755,6756,0.009754,0.000000,0.000000,0.990246,0.000000
-1,0.000000,-1,-1,0.012506,0.000000,0.000000,0.987494,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.510000,6759,6762,0.615838,0.025874,0.000000,0.358288,0.000000
38,0.000000,6760,6761,0.517902,0.016801,0.000000,0.465297,0.000000
-1,0.000000,-1,-1,0.526752,0.000000,0.000000,0.473248,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
39,0.000000,6763,6764,0.943747,0.056253,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
39,0.000000,6766,6767,0.001746,0.000564,0.000000,0.997689,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
19,0.001957,6768,6777,0.001747,0.000000,0.000000,0.998253,0.000000
12,0.000000,6769,6776,0.000977,0.000000,0.000000,0.999023,0.000000
27,0.000000,6770,6773,0.000772,0.000000,0.000000,0.999228,0.000000
33,0.050000,6771,6772,0.000690,0.000000,0.000000,0.999310,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,0.000482,0.000000,0.000000,0.999518,0.000000
32,0.900000,6774,6775,0.003273,0.000000,0.000000,0.996727,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.002793,0.000000,0.000000,0.997207,0.000000
8,0.000000,6779,6780,0.639835,0.000000,0.028327,0.331838,0.000000
-1,0.000000,-1,-1,0.809181,0.000000,0.190819,0.000000,0.000000
32,0.500000,6781,6786,0.610313,0.000000,0.000000,0.389687,0.000000
35,0.000000,6782,6785,0.735290,0.000000,0.000000,0.264710,0.000000
6,0.000000,6783,6784,0.730010,0.000000,0.000000,0.269990,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.261776,0.000000,0.000000,0.738224,0.000000
29,0.180392,6788,6807,0.690634,0.147998,0.000000,0.161368,0.000000
30,0.960000,6789,6802,0.396123,0.203726,0.000000,0.400151,0.000000
30,0.080000,6790,6797,0.710032,0.289968,0.000000,0.000000,0.000000
32,0.030000,6791,6796,0.328804,0.671196,0.000000,0.000000,0.000000
36,0.030000,6792,6795,0.139694,0.860306,0.000000,0.000000,0.000000
34,0.000000,6793,6794,0.031454,0.968546,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.049846,0.950154,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.385533,0.614467,0.000000,0.000000,0.000000
22,0.000000,6798,6801,0.867357,0.132643,0.000000,0.000000,0.000000
38,0.000000,6799,6800,0.864473,0.135527,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,6803,6806,0.051666,0.109092,0.000000,0.839242,0.000000
33,0.120000,6804,6805,0.057993,0.000000,0.000000,0.942007,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
39,0.000000,6808,6809,0.889663,0.110337,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.120000,6811,6850,0.002223,0.781661,0.216117,0.000000,0.000000
116,0.000000,6812,6847,0.002635,0.969669,0.027696,0.000000,0.000000
19,0.336595,6813,6836,0.010434,0.884250,0.105315,0.000000,0.000000
1,0.000000,6814,6825,0.019783,0.767851,0.212367,0.000000,0.000000
115,0.000000,6815,6824,0.004448,0.959341,0.036211,0.000000,0.000000
27,0.000000,6816,6823,0.004479,0.966112,0.029409,0.000000,0.000000
0,0.000000,6817,6822,0.003262,0.967294,0.029445,0.000000,0.000000
26,0.150000,6818,6821,0.003312,0.982334,0.014353,0.000000,0.000000
33,0.000000,6819,6820,0.003361,0.996639,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
1,0.000000,6826,6831,0.046035,0.440026,0.513939,0.000000,0.000000
20,0.005871,6827,6830,0.004056,0.000000,0.995944,0.000000,0.000000
102,0.000000,6828,6829,0.022078,0.000000,0.977922,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
25,0.280000,6832,6835,0.090081,0.901723,0.008196,0.000000,0.000000
113,0.000000,6833,6834,0.914757,0.000000,0.085243,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.002354,0.997646,0.000000,0.000000,0.000000
85,0.000000,6837,6842,0.001362,0.997206,0.001431,0.000000,0.000000
20,0.001957,6838,6841,0.000994,0.999006,0.000000,0.000000,0.000000
29,0.074510,6839,6840,0.024093,0.975907,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
19,0.440313,6843,6844,0.137070,0.334978,0.527952,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
29,0.003922,6845,6846,0.206114,0.000000,0.793886,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
23,0.120000,6848,6849,0.000000,0.998528,0.001472,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
20,0.056751,6851,6880,0.000661,0.069878,0.929461,0.000000,0.000000
49,0.000000,6852,6877,0.000315,0.028076,0.971609,0.000000,0.000000
19,0.440313,6853,6876,0.000316,0.027487,0.972197,0.000000,0.000000
35,0.143750,6854,6869,0.000890,0.077529,0.921581,0.000000,0.000000
32,0.010000,6855,6856,0.001044,0.018066,0.980890,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.001614,0.998386,0.000000,0.000000
20,0.039139,6857,6864,0.002424,0.039802,0.957774,0.000000,0.000000
